,Run,FlowCellID,Age,AssayType,AssemblyName,AvgSpotLen,Bases,BiomaterialProvider,BioProject,BioSample,BioSampleModel,Bytes,CellLine,CenterName,Consent,DataStoreFileType,DataStoreProvider,DataStoreRegion,Disease,DiseaseStage,Ethnicity,Experiment,Instrument,Isolate,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,SampleType,Sex,SRAStudy,Tissue,CreateDate,CreateDateBatch,Version,StudyID,PatientID,AnnotationSource,CancerType,CancerTypeDetailed,CellLineSource,Characteristics,DepMapID,DiseaseOntology,DoublingTimeHrs,FractionGenomeAltered,FreezingMedium,GenomeDoublings,GeographicDistribution,GrowthMedium,Histology,HistologySubtype1,HistologySubtype2,LifeStage,Lineage,LineageMolecularSubtype,LineageSubtype,LineageSubSubtype,MutationCount,MutationRate,CellLineNickName,OncotreeCode,PathologistAnnotation,Ploidy,PrimaryTumorSite,Proteomics10PlexID,ProteomicsTMTLabel,Purity,SiteOfFinding,SiteSubtype1,SiteSubtype2,Subtype,Supplements,TMBNonSynonymous
1440,SRR8615278,20190223_PRJNA523380_SRR8615278,50.0,RNA-Seq,GCA_000001405.13,202,18577600640,DSMZ:HDQ-P1,PRJNA523380,SAMN10988509,Human,9171920555,HDQ-P1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414475,Illumina HiSeq 2500,cell line,RNASeq-HDQP1_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HDQP1_BREAST,cell culture,female,SRP186687,breast,2019-02-23T22:54:00Z,2019-02-23,1.0,ccle_broad_2019,HDQP1_BREAST,CCLE,Breast Cancer,Invasive Breast Carcinoma,DSMZ,adherent monolayers,ACH-000643,breast_cancer,63.0,0.6336,5% DMSO,2.0,,DMEM+10% FBS,Carcinoma,ductal_carcinoma,NS,,breast,basal_A,breast_ductal_carcinoma,ERneg_HER2neg,376.0,148.6957261,HDQ-P1,BRCA,Breast:Carcinoma,4.85,Breast,41.0,127c,1.0,,NS,NS,Breast Ductal Carcinoma,,12.6666666667
1441,SRR8615279,20190223_PRJNA523380_SRR8615279,29.0,RNA-Seq,GCA_000001405.13,202,20633883274,Unknown,PRJNA523380,SAMN10988283,Human,10310605940,HD-MY-Z,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,Caucasian,SRX5414474,Illumina HiSeq 2500,cell line,RNASeq-HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,Unknown,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:52:00Z,2019-02-23,1.0,ccle_broad_2019,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Hodgkin Lymphoma,Hodgkin Lymphoma,,Variable morphology,ACH-000190,,43.6,0.7504,5% DMSO,1.0,,RPMI-1640+10% FBS,Lymphoid_Neoplasm,Hodgkin_lymphoma,NS,,lymphocyte,,hodgkin_lymphoma,,231.0,105.1129182,HD-MY-Z,HL,Lymphoma:Hodgkin,2.49,Haematopoietic_And_Lymphoid_Tissue,41.0,127n,1.0,pleura,lymph_node,NS,"B-cell, Hodgkins",,7.83333333333
1442,SRR8615280,20190223_PRJNA523380_SRR8615280,74.0,RNA-Seq,GCA_000001405.13,202,16713103876,DSMZ:HDLM-2,PRJNA523380,SAMN10988513,Human,7636670706,HDLM-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,Caucasian,SRX5414473,Illumina HiSeq 2500,cell line,RNASeq-HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:59:00Z,2019-02-23,1.0,ccle_broad_2019,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Hodgkin Lymphoma,Hodgkin Lymphoma,DSMZ,SUSPENSION,ACH-000267,,126.8,0.2468,5% DMSO,0.0,,RPMI-1640+ 10% FBS,Lymphoid_Neoplasm,Hodgkin_lymphoma,NS,,lymphocyte,,hodgkin_lymphoma,,291.0,,HDLM-2,HL,Lymphoma:Hodgkin,1.99,Haematopoietic_And_Lymphoid_Tissue,,,1.0,pleura,NS,NS,"B-cell, Hodgkins",,9.76666666667
1443,SRR8615281,20190223_PRJNA523380_SRR8615281,,RNA-Seq,GCA_000001405.13,202,17097595726,NIBRI,PRJNA523380,SAMN10987770,Human,8460067159,HCT-15,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414472,Illumina HiSeq 2500,cell line,RNASeq-HCT15_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCT15_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine,2019-02-23T22:57:00Z,2019-02-23,1.0,ccle_broad_2019,HCT15_LARGE_INTESTINE,CCLE,Colorectal Cancer,Colorectal Adenocarcinoma,NIBRI,,ACH-000997,colon_cancer,36.2,0.0269,,0.0,,,Carcinoma,adenocarcinoma,NS,,colorectal,MSI,colorectal_adenocarcinoma,,7742.0,2069.977291,HCT-15,COADREAD,Colorectal:Carcinoma,2.0,Large_Intestine,18.0,127n,0.99,,colon,NS,Adenocarcinoma,,259.666666667
1444,SRR8615282,20190223_PRJNA523380_SRR8615282,,RNA-Seq,GCA_000001405.13,202,16946894434,NIBRI,PRJNA523380,SAMN10988251,Human,8428714087,HCT 116,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414471,Illumina HiSeq 2500,cell line,RNASeq-HCT116_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCT116_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine,2019-02-23T22:59:00Z,2019-02-23,1.0,ccle_broad_2019,HCT116_LARGE_INTESTINE,CCLE,Colorectal Cancer,Colorectal Adenocarcinoma,NIBRI,,ACH-000971,colon_carcinoma,,0.082,,0.0,,,Carcinoma,NS,NS,adult,colorectal,MSI,colorectal_adenocarcinoma,,3177.0,726.558281,HCT 116,COADREAD,Colorectal:Carcinoma,2.06,Large_Intestine,4.0,126,1.0,,colon,NS,Adenocarcinoma,,106.5
1445,SRR8615283,20190223_PRJNA523380_SRR8615283,65.0,RNA-Seq,GCA_000001405.13,202,18551489110,KCLB:HCC-95,PRJNA523380,SAMN10987960,Human,9066864566,HCC-95,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414470,Illumina HiSeq 2500,cell line,RNASeq-HCC95_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC95_LUNG,cell culture,male,SRP186687,lung,2019-02-23T23:02:00Z,2019-02-23,1.0,ccle_broad_2019,HCC95_LUNG,CCLE,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,KCLB,epithelial; monolayer,ACH-000454,lung_cancer,,0.6685,,1.0,,"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%",Carcinoma,squamous_cell_carcinoma,NS,,lung,,NSCLC,NSCLC_squamous,241.0,115.3890534,HCC-95,LUSC,Lung:NSCLC_Squamous,2.55,Lung,11.0,127c,1.0,,NS,NS,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",25mM Hepes and 25mM NaHCo3,8.23333333333
1446,SRR8615284,20190223_PRJNA523380_SRR8615284,39.0,RNA-Seq,GCA_000001405.13,202,20508601864,ATCC:HCC827,PRJNA523380,SAMN10988440,Human,10868868900,HCC827,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414469,Illumina HiSeq 2500,cell line,RNASeq-HCC827_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC827_LUNG,cell culture,female,SRP186687,lung,2019-02-23T23:05:00Z,2019-02-23,1.0,ccle_broad_2019,HCC827_LUNG,CCLE,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,ATCC,Adherent,ACH-000012,lung_cancer,117.6,0.5552,5% DMSO,1.0,,RPMI-1640 10% FBS,Carcinoma,adenocarcinoma,NS,,lung,,NSCLC,NSCLC_adenocarcinoma,201.0,82.92654033,HCC827,LUAD,Lung:NSCLC_Adeno,2.74,Lung,10.0,126,1.0,,NS,NS,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,7.13333333333
1447,SRR8615285,20190223_PRJNA523380_SRR8615285,58.0,RNA-Seq,GCA_000001405.13,202,17274193418,DSMZ:EJM,PRJNA523380,SAMN10989569,Human,9341343325,EJM,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Caucasian,SRX5414468,Illumina HiSeq 2500,cell line,RNASeq-EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:55:00Z,2019-02-23,1.0,ccle_broad_2019,EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Plasma Cell Myeloma,DSMZ,suspension,ACH-000821,,220.4,0.6473,5% DMSO,1.0,,IMDM+ 20% FBS,Lymphoid_Neoplasm,plasma_cell_myeloma,NS,,plasma_cell,,multiple_myeloma,,525.0,162.7989126,EJM,PCM,Lymphoma:Multiple_Myeloma,3.09,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,Multiple Myeloma,,17.6
1448,SRR8615286,20190223_PRJNA523380_SRR8615286,,RNA-Seq,GCA_000001405.13,202,17438898158,Garraway Lab,PRJNA523380,SAMN10989588,Human,9355627186,EKVX,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414467,Illumina HiSeq 2500,cell line,RNASeq-EKVX_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EKVX_LUNG,cell culture,Unknown,SRP186687,lung,2019-02-23T22:57:00Z,2019-02-23,1.0,ccle_broad_2019,EKVX_LUNG,CCLE,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,Garraway Lab,Adherent,ACH-000706,,68.4,0.479,5% DMSO,,,RPMI-1640+ 5% FBS,Carcinoma,adenocarcinoma,NS,,lung,,NSCLC,NSCLC_adenocarcinoma,438.0,169.3654686,EKVX,LUAD,Lung:NSCLC_Others,,Lung,,,,,NS,NS,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,14.7666666667
1449,SRR8615287,20190223_PRJNA523380_SRR8615287,36.0,RNA-Seq,GCA_000001405.13,202,14595824514,NIBRI,PRJNA523380,SAMN10988215,Human,7266665898,EFO-27,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mucinous_carcinoma),metastasis,Caucasian,SRX5414466,Illumina HiSeq 2500,cell line,RNASeq-EFO27_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFO27_OVARY,cell culture,female,SRP186687,ovary,2019-02-23T22:51:00Z,2019-02-23,1.0,ccle_broad_2019,EFO27_OVARY,CCLE,Ovarian Cancer,Mucinous Ovarian Cancer,NIBRI,,ACH-000936,,,0.1456,,0.0,,,Carcinoma,mucinous_carcinoma,NS,,ovary,,ovary_adenocarcinoma,endometrioid,1549.0,426.5639766,EFO-27,MOV,Ovary:Carcinoma,2.02,Ovary,,,0.99,omentum,NS,NS,"Adenocarcinoma, endometrioid",,51.9666666667
1450,SRR8615288,20190223_PRJNA523380_SRR8615288,69.0,RNA-Seq,GCA_000001405.13,202,21129342006,DSMZ:EHEB,PRJNA523380,SAMN10988486,Human,11931034302,EHEB,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma),primary,Caucasian,SRX5414465,Illumina HiSeq 2500,cell line,RNASeq-EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:51:00Z,2019-02-23,1.0,ccle_broad_2019,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,DSMZ,"lymphoblastoid, round to polygonal, single or clustered cells in suspention",ACH-000038,,176.0,0.0256,,0.0,,90% RPMI 1640 +10% h.i.FBS,Lymphoid_Neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,,lymphocyte,,lymphoma_unspecified,b_cell,162.0,59.02873727,EHEB,CLLSLL,Leukemia:CLL,2.0,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,B-cell,,5.56666666667
1451,SRR8615289,20190223_PRJNA523380_SRR8615289,50.0,RNA-Seq,GCA_000001405.13,202,18050049764,DSMZ:EFM-19,PRJNA523380,SAMN10988267,Human,9671542852,EFM-19,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414464,Illumina HiSeq 2500,cell line,RNASeq-EFM19_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFM19_BREAST,cell culture,female,SRP186687,breast,2019-02-23T22:59:00Z,2019-02-23,1.0,ccle_broad_2019,EFM19_BREAST,CCLE,Breast Cancer,Invasive Breast Carcinoma,DSMZ,"epitheloid, growing in clusters at first, then monolayer",ACH-000330,breast_cancer,,0.6591,5% DMSO,1.0,,RPMI-10% FBS,Carcinoma,ductal_carcinoma,NS,,breast,luminal,breast_ductal_carcinoma,ERpos_HER2neg,254.0,116.3127807,EFM-19,BRCA,Breast:Carcinoma,2.93,Breast,22.0,126,1.0,pleura,NS,NS,Breast Ductal Carcinoma,,8.66666666667
1452,SRR8615290,20190223_PRJNA523380_SRR8615290,56.0,RNA-Seq,GCA_000001405.13,202,22641786706,NIBRI,PRJNA523380,SAMN10988346,Human,11284085470,EFO-21,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (serous_carcinoma),metastasis,Caucasian,SRX5414463,Illumina HiSeq 2500,cell line,RNASeq-EFO21_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFO21_OVARY,cell culture,female,SRP186687,ovary,2019-02-23T23:06:00Z,2019-02-23,1.0,ccle_broad_2019,EFO21_OVARY,CCLE,Ovarian Cancer,Clear Cell Ovarian Cancer,NIBRI,,ACH-000308,,,0.6835,,1.0,,,Carcinoma,serous_carcinoma,NS,,ovary,,ovary_adenocarcinoma,clear_cell,333.0,104.5920312,EFO-21,CCOV,Ovary:Carcinoma,2.88,Ovary,,,1.0,ascites,NS,NS,"Adenocarcinoma, clear cell",,11.1
1453,SRR8615291,20190223_PRJNA523380_SRR8615291,69.0,RNA-Seq,GCA_000001405.13,202,18802999512,DSMZ:EFE-184,PRJNA523380,SAMN10987812,Human,10074398514,EFE-184,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414462,Illumina HiSeq 2500,cell line,RNASeq-EFE184_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFE184_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T23:01:00Z,2019-02-23,1.0,ccle_broad_2019,EFE184_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,DSMZ,EPITHELOID CELLS GROWING IN MONOLAYERS,ACH-000435,,89.9,0.468,5% DMSO,0.0,,RPMI-1640+10% FBS,Carcinoma,NS,NS,,uterus,,endometrial_adenocarcinoma,,225.0,115.679843,EFE-184,UCEC,Endometrium:Carcinoma,1.9,Endometrium,,,1.0,ascites,NS,NS,Endometrial Adenocarcinoma,,7.53333333333
1454,SRR8615292,20190223_PRJNA523380_SRR8615292,46.0,RNA-Seq,GCA_000001405.13,202,24186584736,NIBRI,PRJNA523380,SAMN10988213,Human,13419881688,EFM-192A,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414461,Illumina HiSeq 2500,cell line,RNASeq-EFM192A_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EFM192A_BREAST,cell culture,female,SRP186687,breast,2019-02-23T23:07:00Z,2019-02-23,1.0,ccle_broad_2019,EFM192A_BREAST,CCLE,Breast Cancer,Invasive Breast Carcinoma,NIBRI,,ACH-000117,breast_cancer,96.7,0.5781,,0.0,,,Carcinoma,NS,NS,,breast,HER2_amp,breast_adenocarcinoma,ERpos_HER2pos,190.0,81.56505021,EFM-192A,BRCA,Breast:Carcinoma,1.8,Breast,37.0,127n,1.0,pleura,NS,NS,Adenocarcinoma,,6.5
1455,SRR8615293,20190223_PRJNA523380_SRR8615293,5.0,RNA-Seq,GCA_000001405.13,202,23899716860,DSMZ:EM-2,PRJNA523380,SAMN10988561,Human,13323259630,EM-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,Caucasian,SRX5414460,Illumina HiSeq 2500,cell line,RNASeq-EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:06:00Z,2019-02-23,1.0,ccle_broad_2019,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Myeloproliferative Neoplasms,Chronic Myelogenous Leukemia,DSMZ,"single, round to oval cells in suspention",ACH-000295,,65.8,0.5845,,0.0,,90% RPMI 1640 +10% h.i. FBS,Haematopoietic_Neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,,blood,,CML,blast_crisis,245.0,117.0396003,EM-2,CML,Leukemia:CML,1.93,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,"Chronic Myelogenous Leukemia (CML), blast crisis",,8.23333333333
1456,SRR8615294,20190223_PRJNA523380_SRR8615294,50.0,RNA-Seq,GCA_000001405.13,202,20004519954,DSMZ:EN,PRJNA523380,SAMN10988280,Human,11199521225,EN,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414459,Illumina HiSeq 2500,cell line,RNASeq-EN_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,EN_ENDOMETRIUM,cell culture,female,SRP186687,endometrium,2019-02-23T22:58:00Z,2019-02-23,1.0,ccle_broad_2019,EN_ENDOMETRIUM,CCLE,Endometrial Cancer,Endometrial Carcinoma,DSMZ,adherent epitheloid cells growing in monolayers,ACH-000978,Endometrial Cancer,93.9,0.2175,5% DMSO,0.0,japan,DMEM+20% FBS,Carcinoma,NS,NS,,uterus,,endometrial_adenocarcinoma,,5949.0,1022.278488,EN,UCEC,Endometrium:Carcinoma,2.02,Endometrium,,,0.99,,NS,NS,Endometrial Adenocarcinoma,,198.833333333
1457,SRR8615295,20190223_PRJNA523380_SRR8615295,,RNA-Seq,GCA_000001405.13,202,24285466564,RIKEN:PK-45H,PRJNA523380,SAMN10988107,Human,13069685038,PK-45H,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414458,Illumina HiSeq 2500,cell line,RNASeq-PK45H_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PK45H_PANCREAS,cell culture,Unknown,SRP186687,pancreas,2019-02-23T23:03:00Z,2019-02-23,1.0,ccle_broad_2019,PK45H_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,RIKEN,Adherent,ACH-000468,,67.4,0.4579,5% DMSO,1.0,,RPMI + 10 % FBS,Carcinoma,NS,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,381.0,169.5441881,PK-45H,PAAD,Pancreas:Carcinoma,2.25,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,12.9333333333
1458,SRR8615296,20190223_PRJNA523380_SRR8615296,,RNA-Seq,GCA_000001405.13,202,16595930342,RIKEN:PK-1,PRJNA523380,SAMN10988147,Human,8293823915,PK-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414457,Illumina HiSeq 2500,cell line,RNASeq-PK1_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PK1_PANCREAS,cell culture,Unknown,SRP186687,pancreas,2019-02-23T22:55:00Z,2019-02-23,1.0,ccle_broad_2019,PK1_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,RIKEN,Adherent,ACH-000307,,58.2,0.6511,5% DMSO,0.0,,RPMI 1640 +10%FBS,Carcinoma,NS,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,233.0,149.1504963,PK-1,PAAD,Pancreas:Carcinoma,1.72,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,7.93333333333
1459,SRR8615297,20190223_PRJNA523380_SRR8615297,62.0,RNA-Seq,GCA_000001405.13,202,17281331694,ATCC:DU4475,PRJNA523380,SAMN10987660,Human,8668131709,DU4475,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414456,Illumina HiSeq 2500,cell line,RNASeq-DU4475_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DU4475_BREAST,cell culture,female,SRP186687,breast,2019-02-23T23:01:00Z,2019-02-23,1.0,ccle_broad_2019,DU4475_BREAST,CCLE,Breast Cancer,Invasive Breast Carcinoma,ATCC,"suspension, multicell aggregates",ACH-000258,breast_cancer,145.6,0.2617,5% DMSO,0.0,,RPMI-1640 + 10% FBS,Carcinoma,ductal_carcinoma,NS,,breast,luminal_HER2_amp,breast_carcinoma,ERneg_HER2neg,257.0,107.2866384,DU4475,BRCA,Breast:Carcinoma,2.02,Breast,,,1.0,breast,NS,NS,Carcinoma,,8.66666666667
1460,SRR8615298,20190223_PRJNA523380_SRR8615298,67.0,RNA-Seq,GCA_000001405.13,202,17484493396,ECACC:PE/CA-PJ41 (clone D2),PRJNA523380,SAMN10988012,Human,9413258971,PE/CA-PJ41 (clone D2),BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414455,Illumina HiSeq 2500,cell line,RNASeq-PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,cell culture,female,SRP186687,upper_aerodigestive_tract,2019-02-23T22:57:00Z,2019-02-23,1.0,ccle_broad_2019,PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,CCLE,Head and Neck Cancer,Oral Cavity Squamous Cell Carcinoma,ECACC,,ACH-000732,,,0.2325,,0.0,,,Carcinoma,squamous_cell_carcinoma,NS,,upper_aerodigestive,,upper_aerodigestive_squamous,oral,233.0,164.2044753,PE/CA-PJ41 (clone D2),OCSC,Upper_Aerodigestive_Tract:Carcinoma,2.01,Upper_Aerodigestive_Tract,,,1.0,,mouth,NS,"Squamous Cell Carcinoma, oral",,7.76666666667
1461,SRR8615299,20190223_PRJNA523380_SRR8615299,60.0,RNA-Seq,GCA_000001405.13,202,17957920190,ECACC:PE/CA-PJ34 (clone C12),PRJNA523380,SAMN10988009,Human,9638967745,PE/CA-PJ34 (clone C12),BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414454,Illumina HiSeq 2500,cell line,RNASeq-PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract,2019-02-23T23:01:00Z,2019-02-23,1.0,ccle_broad_2019,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,CCLE,Head and Neck Cancer,Head and Neck Squamous Cell Carcinoma,ECACC,,ACH-000606,,,0.4366,,0.0,,,Carcinoma,squamous_cell_carcinoma,NS,,upper_aerodigestive,,upper_aerodigestive_squamous,basaloid,127.0,131.7594832,PE/CA-PJ34 (clone C12),HNSC,Upper_Aerodigestive_Tract:Carcinoma,2.06,Upper_Aerodigestive_Tract,22.0,129c,0.99,,mouth,NS,"Squamous Cell Carcinoma, basaloid",,4.23333333333
