,Run,FlowCellID,Age,AssayType,AssemblyName,AvgSpotLen,Bases,BiomaterialProvider,BioProject,BioSample,BioSampleModel,Bytes,CellLine,CenterName,Consent,DataStoreFileType,DataStoreProvider,DataStoreRegion,Disease,DiseaseStage,Ethnicity,Experiment,Instrument,Isolate,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,SampleType,Sex,SRAStudy,Tissue,CreateDate,CreateDateBatch,Version,StudyID,PatientID,AnnotationSource,CancerType,CancerTypeDetailed,CellLineSource,Characteristics,DepMapID,DiseaseOntology,DoublingTimeHrs,FractionGenomeAltered,FreezingMedium,GenomeDoublings,GeographicDistribution,GrowthMedium,Histology,HistologySubtype1,HistologySubtype2,LifeStage,Lineage,LineageMolecularSubtype,LineageSubtype,LineageSubSubtype,MutationCount,MutationRate,CellLineNickName,OncotreeCode,PathologistAnnotation,Ploidy,PrimaryTumorSite,Proteomics10PlexID,ProteomicsTMTLabel,Purity,SiteOfFinding,SiteSubtype1,SiteSubtype2,Subtype,Supplements,TMBNonSynonymous
148,SRR8615370,20190223_PRJNA523380_SRR8615370,77.0,RNA-Seq,GCA_000001405.13,202,20085339750,ATCC:Panc 05.04,PRJNA523380,SAMN10988160,Human,10597872172,Panc 05.04,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414383,Illumina HiSeq 2500,cell line,RNASeq-PANC0504_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC0504_PANCREAS,cell culture,female,SRP186687,pancreas,2019-02-23T22:54:00Z,2019-02-23,1.0,ccle_broad_2019,PANC0504_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,ATCC,Adherent,ACH-000093,,555.4,0.3442,5% DMSO,1.0,,RPMI 1640 +10 FBS,Carcinoma,NS,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,162.0,77.45248546,Panc 05.04,PAAD,Pancreas:Carcinoma,3.67,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",L-glutamine,5.36666666667
149,SRR8615371,20190223_PRJNA523380_SRR8615371,85.0,RNA-Seq,GCA_000001405.13,202,14669151928,NIBRI,PRJNA523380,SAMN10988145,Human,7334573772,Panc 08.13,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414382,Illumina HiSeq 2500,cell line,RNASeq-PANC0813_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC0813_PANCREAS,cell culture,male,SRP186687,pancreas,2019-02-23T22:51:00Z,2019-02-23,1.0,ccle_broad_2019,PANC0813_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,NIBRI,,ACH-000417,,,0.6072,,1.0,,,Carcinoma,ductal_carcinoma,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,325.0,109.1740429,Panc 08.13,PAAD,Pancreas:Carcinoma,2.52,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,10.8
150,SRR8615372,20190223_PRJNA523380_SRR8615372,11.0,RNA-Seq,GCA_000001405.13,202,24952661858,DSMZ:SR-786,PRJNA523380,SAMN10988434,Human,12238910696,SR-786,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (anaplastic_large_cell_lymphoma),metastasis,Caucasian,SRX5414381,Illumina HiSeq 2500,cell line,RNASeq-SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:11:00Z,2019-02-23,1.0,ccle_broad_2019,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature T and NK Neoplasms,Anaplastic Large Cell Lymphoma,DSMZ,"ovoid- to round, sometimes irregular, occasinally with apical processes, growing in suspention, singly or in small clumps",ACH-000338,anaplastic_large_cell_lymphoma,,0.5286,,1.0,,85% RPMI 1640 +15% h.i. FBS,Lymphoid_Neoplasm,anaplastic_large_cell_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,t_cell_ALCL,243.0,103.6805732,SR-786,ALCL,Lymphoma:NH_T_cell,3.44,Haematopoietic_And_Lymphoid_Tissue,,,1.0,pleura,NS,NS,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",,8.03333333333
151,SRR8615373,20190223_PRJNA523380_SRR8615373,,RNA-Seq,GCA_000001405.13,202,24317896856,NIBRI,PRJNA523380,SAMN10988193,Human,11386760442,ST486,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),metastasis,Caucasian,SRX5414380,Illumina HiSeq 2500,cell line,RNASeq-ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:01:00Z,2019-02-23,1.0,ccle_broad_2019,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Burkitt Lymphoma,NIBRI,,ACH-000567,,,0.1588,,0.0,,,Lymphoid_Neoplasm,Burkitt_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,b_cell_burkitt,261.0,91.43886081,ST486,BL,Lymphoma:NH_B_cell,2.11,Haematopoietic_And_Lymphoid_Tissue,,,1.0,ascites,NS,NS,"B-cell, Non-Hodgkins, Burkitts",,8.63333333333
152,SRR8615374,20190223_PRJNA523380_SRR8615374,,RNA-Seq,GCA_000001405.13,202,11518259372,Unknown,PRJNA523380,SAMN10989622,Human,5289955715,STM9101,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Unknown,Unknown,Unknown,SRX5414379,Illumina HiSeq 2500,cell line,RNASeq-STM9101_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,STM9101_SOFT_TISSUE,cell culture,Unknown,SRP186687,soft_tissue,2019-02-23T22:45:00Z,2019-02-23,1.0,ccle_broad_2019,STM9101_SOFT_TISSUE,,Rhabdoid Cancer,Rhabdoid Cancer,,,ACH-001200,,,,,,,,,,,,soft_tissue,,malignant_rhabdoid_tumor,,164.0,,,MRT,,,,,,,,,,Malignant Rhabdoid Tumor,,5.5
153,SRR8615375,20190223_PRJNA523380_SRR8615375,57.0,RNA-Seq,GCA_000001405.13,202,17084076674,NIBRI,PRJNA523380,SAMN10987701,Human,8600959951,SU.86.86,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414378,Illumina HiSeq 2500,cell line,RNASeq-SU8686_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SU8686_PANCREAS,cell culture,female,SRP186687,pancreas,2019-02-23T22:54:00Z,2019-02-23,1.0,ccle_broad_2019,SU8686_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,NIBRI,,ACH-000114,,62.1,0.5205,5% DMSO,1.0,,RPMI-1640+10% FBS,Carcinoma,ductal_carcinoma,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,177.0,82.22981768,SU.86.86,PAAD,Pancreas:Carcinoma,3.17,Pancreas,12.0,127c,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,6.0
154,SRR8615376,20190223_PRJNA523380_SRR8615376,25.0,RNA-Seq,GCA_000001405.13,202,17948453864,DSMZ:SU-DHL-10,PRJNA523380,SAMN10988471,Human,8929152491,SU-DHL-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414377,Illumina HiSeq 2500,cell line,RNASeq-SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:58:00Z,2019-02-23,1.0,ccle_broad_2019,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DSMZ,round lymphoid cells growing singly or in clumps in suspention,ACH-000271,diffuse_histiocytic_lymphoma,,0.1371,,0.0,,80-90% RPMI 1640 +10-20% h.i. FBS,Lymphoid_Neoplasm,diffuse_large_B_cell_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,DLBCL,198.0,92.25565066,SU-DHL-10,DLBCLNOS,Lymphoma:NH_B_cell,2.04,Haematopoietic_And_Lymphoid_Tissue,,,1.0,pleura,NS,NS,Diffuse Large B-cell Lymphoma (DLBCL),,6.73333333333
155,SRR8615377,20190223_PRJNA523380_SRR8615377,,RNA-Seq,GCA_000001405.13,202,16990663794,NIBRI,PRJNA523380,SAMN10988227,Human,8557245300,Panc 10.05,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414376,Illumina HiSeq 2500,cell line,RNASeq-PANC1005_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC1005_PANCREAS,cell culture,male,SRP186687,pancreas,2019-02-23T22:49:00Z,2019-02-23,1.0,ccle_broad_2019,PANC1005_PANCREAS,CCLE,Pancreatic Cancer,Pancreatic Adenocarcinoma,NIBRI,,ACH-000060,,,0.7356,,0.0,,,Carcinoma,ductal_carcinoma,NS,,pancreas,,exocrine,exocrine_adenocarcinoma,163.0,77.83727094,Panc 10.05,PAAD,Pancreas:Carcinoma,1.78,Pancreas,,,1.0,,NS,NS,"Ductal Adenocarcinoma, exocrine",,5.66666666667
156,SRR8615378,20190223_PRJNA523380_SRR8615378,38.0,RNA-Seq,GCA_000001405.13,202,19045497078,DSMZ:SU-DHL-4,PRJNA523380,SAMN10988472,Human,9467754096,SU-DHL-4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414375,Illumina HiSeq 2500,cell line,RNASeq-SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T23:00:00Z,2019-02-23,1.0,ccle_broad_2019,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DSMZ,SUSPENSION,ACH-000365,diffuse_histiocytic_lymphoma,45.1,0.2405,5% DMSO,0.0,,RPMI-1640+ 20% FBS,Lymphoid_Neoplasm,diffuse_large_B_cell_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,DLBCL,256.0,96.79794358,SU-DHL-4,DLBCLNOS,Lymphoma:NH_B_cell,2.19,Haematopoietic_And_Lymphoid_Tissue,26.0,130c,1.0,pleura,NS,NS,Diffuse Large B-cell Lymphoma (DLBCL),,8.63333333333
157,SRR8615379,20190223_PRJNA523380_SRR8615379,,RNA-Seq,GCA_000001405.13,202,17787671358,RIKEN:GSS,PRJNA523380,SAMN10987754,Human,8878176583,GSS,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5414374,Illumina HiSeq 2500,cell line,RNASeq-GSS_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GSS_STOMACH,cell culture,Unknown,SRP186687,stomach,2019-02-23T22:53:00Z,2019-02-23,1.0,ccle_broad_2019,GSS_STOMACH,CCLE,Esophagogastric Cancer,Stomach Adenocarcinoma,RIKEN,other,ACH-000746,,,0.7102,,1.0,,RPMI 1640 +10%FBS,Carcinoma,adenocarcinoma,NS,,gastric,,gastric_adenocarcinoma,,364.0,191.9872147,GSS,STAD,Gastric:Carcinoma,2.76,Stomach,,,0.99,liver,NS,NS,Adenocarcinoma,,12.1
158,SRR8615380,20190223_PRJNA523380_SRR8615380,58.0,RNA-Seq,GCA_000001405.13,202,17927026714,DSMZ:GRANTA-519,PRJNA523380,SAMN10988429,Human,10097517810,GRANTA-519,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (mantle_cell_lymphoma),primary,Caucasian,SRX5414373,Illumina HiSeq 2500,cell line,RNASeq-GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:49:00Z,2019-02-23,1.0,ccle_broad_2019,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,DSMZ,"spheroid cells growing in suspention, singly or in clumps",ACH-000073,mantle_cell_lymphoma,,0.1503,,0.0,,90% Dulbecco's MEM(4.5 g/L glucose) +10% h.i.FBS,Lymphoid_Neoplasm,mantle_cell_lymphoma,NS,,lymphocyte,,non_hodgkin_lymphoma,b_cell_mantle_cell,146.0,73.86512393,GRANTA-519,MCL,Lymphoma:NH_B_cell,1.92,Haematopoietic_And_Lymphoid_Tissue,,,0.99,,NS,NS,"B-cell, Non-Hodgkins, Mantle Cell",2mM L-glutamine,5.0
159,SRR8615381,20190223_PRJNA523380_SRR8615381,71.0,RNA-Seq,GCA_000001405.13,202,18956062790,ECACC:GP2d,PRJNA523380,SAMN10988004,Human,10156487651,GP2d,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414372,Illumina HiSeq 2500,cell line,RNASeq-GP2D_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GP2D_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine,2019-02-23T22:58:00Z,2019-02-23,1.0,ccle_broad_2019,GP2D_LARGE_INTESTINE,CCLE,Colorectal Cancer,Colorectal Adenocarcinoma,ECACC,Epithelial adherent,ACH-000982,,77.1,0.0418,,0.0,,DMEM+10%FBS,Carcinoma,adenocarcinoma,NS,,colorectal,MSI,colorectal_adenocarcinoma,,5043.0,953.9152084,GP2d,COADREAD,Colorectal:Carcinoma,2.0,Large_Intestine,,,1.0,,colon,NS,Adenocarcinoma,2Mm L-Glutamine,169.2
160,SRR8615382,20190223_PRJNA523380_SRR8615382,55.0,RNA-Seq,GCA_000001405.13,202,23886208312,GNF,PRJNA523380,SAMN10987798,Human,13446838347,GOS-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5414371,Illumina HiSeq 2500,cell line,RNASeq-GOS3_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GOS3_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-02-23T23:05:00Z,2019-02-23,1.0,ccle_broad_2019,GOS3_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,Astrocytoma,GNF,,ACH-000027,Brain Cancer,,0.3949,,0.0,,,Glioma,astrocytoma,NS,,central_nervous_system,,glioma,glioblastoma,149.0,91.51669099,GOS-3,ASTR,CNS:Glioma,1.86,Central_Nervous_System,,,1.0,,brain,NS,Glioblastoma,,5.0
161,SRR8615383,20190223_PRJNA523380_SRR8615383,49.0,RNA-Seq,GCA_000001405.13,202,19246942588,DSMZ:GMS-10,PRJNA523380,SAMN10988272,Human,10258733387,GMS-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414370,Illumina HiSeq 2500,cell line,RNASeq-GMS10_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GMS10_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-02-23T22:59:00Z,2019-02-23,1.0,ccle_broad_2019,GMS10_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,Glioblastoma Multiforme,DSMZ,fibroblst-like cells growing as monolayers,ACH-000102,,61.1,0.5205,5% DMSO,0.0,,DMEM+20% FBS,Glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,,central_nervous_system,,glioma,glioblastoma,145.0,81.82765444,GMS-10,GBM,CNS:Glioma_HighGrade,1.38,Central_Nervous_System,,,1.0,,brain,NS,Glioblastoma,2mM L-glutamine,4.86666666667
162,SRR8615384,20190223_PRJNA523380_SRR8615384,61.0,RNA-Seq,GCA_000001405.13,202,17848380034,RIKEN:GI-1,PRJNA523380,SAMN10987799,Human,10055980561,GI-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (gliosarcoma),primary,Asian,SRX5414369,Illumina HiSeq 2500,cell line,RNASeq-GI1_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GI1_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-02-23T22:57:00Z,2019-02-23,1.0,ccle_broad_2019,GI1_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,Gliosarcoma,RIKEN,ADHERENT FIBROBLAST LIKE,ACH-000756,,35.1,0.4215,5% DMSO,1.0,,DMEM+10%FBS,Glioma,gliosarcoma,NS,,central_nervous_system,,glioma,glioblastoma,442.0,189.8293645,GI-1,GSARC,CNS:Glioma,2.29,Central_Nervous_System,,,1.0,,brain,NS,Glioblastoma,,14.7333333333
163,SRR8615385,20190223_PRJNA523380_SRR8615385,66.0,RNA-Seq,GCA_000001405.13,202,19727520586,NIBRI,PRJNA523380,SAMN10987916,Human,10992713536,GDM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5414368,Illumina HiSeq 2500,cell line,RNASeq-GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-02-23T22:52:00Z,2019-02-23,1.0,ccle_broad_2019,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCLE,Leukemia,Acute Myeloid Leukemia,NIBRI,,ACH-000081,,,0.1241,,0.0,,,Haematopoietic_Neoplasm,acute_myeloid_leukaemia,M4,,blood,,AML,,128.0,83.72081463,GDM-1,AML,Leukemia:AML,2.07,Haematopoietic_And_Lymphoid_Tissue,,,1.0,,NS,NS,Acute Myelogenous Leukemia (AML),,4.33333333333
164,SRR8615386,20190223_PRJNA523380_SRR8615386,29.0,RNA-Seq,GCA_000001405.13,202,19530334852,NIBRI,PRJNA523380,SAMN10987909,Human,11026353757,GCT,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_fibrous_histiocytoma-pleomorphic_sarcoma,metastasis,Caucasian,SRX5414367,Illumina HiSeq 2500,cell line,RNASeq-GCT_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GCT_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue,2019-02-23T22:49:00Z,2019-02-23,1.0,ccle_broad_2019,GCT_SOFT_TISSUE,CCLE,Soft Tissue Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,NIBRI,,ACH-000835,,64.6,0.4429,,1.0,,,Malignant_Fibrous_Histiocytoma-Pleomorphic_Sarcoma,NS,NS,,soft_tissue,,pleomorphic_sarcoma,,711.0,179.4906831,GCT,MFH,Soft_Tissue:Sarcoma_FibrousHistiocytoma,2.87,Soft_Tissue,,,1.0,lung,fibrous_tissue_and_uncertain_origin,NS,Pleomorphic Sarcoma,,23.8666666667
165,SRR8615387,20190223_PRJNA523380_SRR8615387,,RNA-Seq,GCA_000001405.13,202,14480478474,RIKEN:Li-7,PRJNA523380,SAMN10987749,Human,6839915678,Li-7,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5414366,Illumina HiSeq 2500,cell line,RNASeq-LI7_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LI7_LIVER,cell culture,Unknown,SRP186687,liver,2019-02-23T22:48:00Z,2019-02-23,1.0,ccle_broad_2019,LI7_LIVER,CCLE,Hepatobiliary Cancer,Hepatocellular Carcinoma,RIKEN,epithelial-like,ACH-000471,,,0.693,,1.0,,RPMI 1640 +10%FBS,Carcinoma,hepatocellular_carcinoma,NS,,liver,,,,294.0,139.1518781,Li-7,HCC,Liver:HCC,2.8,Liver,,,1.0,,NS,NS,,,9.83333333333
166,SRR8615388,20190223_PRJNA523380_SRR8615388,37.0,RNA-Seq,GCA_000001405.13,202,23067344954,NIBRI,PRJNA523380,SAMN10987915,Human,12915835792,H4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414365,Illumina HiSeq 2500,cell line,RNASeq-H4_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,H4_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-02-23T23:04:00Z,2019-02-23,1.0,ccle_broad_2019,H4_CENTRAL_NERVOUS_SYSTEM,CCLE,Glioma,Glioblastoma,NIBRI,,ACH-000389,,35.6,0.4155,,1.0,,,Glioma,NS,NS,,central_nervous_system,,glioma,,315.0,108.47913,H4,GB,CNS:Glioma,3.18,Central_Nervous_System,,,1.0,,NS,NS,Glioma,,10.5
167,SRR8615389,20190223_PRJNA523380_SRR8615389,,RNA-Seq,GCA_000001405.13,202,17040334584,RIKEN:GSU,PRJNA523380,SAMN10987761,Human,8557778105,GSU,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5414364,Illumina HiSeq 2500,cell line,RNASeq-GSU_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,GSU_STOMACH,cell culture,Unknown,SRP186687,stomach,2019-02-23T22:51:00Z,2019-02-23,1.0,ccle_broad_2019,GSU_STOMACH,CCLE,Esophagogastric Cancer,Stomach Adenocarcinoma,RIKEN,other,ACH-000485,,,0.6722,,1.0,,RPMI 1640 +10%FBS,Carcinoma,adenocarcinoma,NS,,gastric,,gastric_adenocarcinoma,,323.0,179.8861578,GSU,STAD,Gastric:Carcinoma,3.72,Stomach,,,1.0,ascites,NS,NS,Adenocarcinoma,,10.8333333333
168,SRR8615390,20190223_PRJNA523380_SRR8615390,,RNA-Seq,GCA_000001405.13,202,13991256088,RIKEN:TE-8,PRJNA523380,SAMN10987746,Human,6652676346,TE-8,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5414363,Illumina HiSeq 2500,cell line,RNASeq-TE8_OESOPHAGUS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,TE8_OESOPHAGUS,cell culture,Unknown,SRP186687,oesophagus,2019-02-23T22:46:00Z,2019-02-23,1.0,ccle_broad_2019,TE8_OESOPHAGUS,CCLE,Esophagogastric Cancer,Esophageal Squamous Cell Carcinoma,RIKEN,epithelial-like,ACH-000452,,,0.6927,,1.0,,RPMI 1640 +10%FBS,Carcinoma,squamous_cell_carcinoma,NS,,esophagus,,esophagus_squamous,,302.0,120.1788709,TE-8,ESCC,Oesophagus:Carcinoma,2.7,Oesophagus,,,1.0,,NS,NS,Squamous Cell Carcinoma,,10.2333333333
169,SRR8615391,20190223_PRJNA523380_SRR8615391,1.0,RNA-Seq,GCA_000001405.13,202,17212940352,NIBRI,PRJNA523380,SAMN10988099,Human,8066933344,KYM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma,primary,Asian,SRX5414362,Illumina HiSeq 2500,cell line,RNASeq-KYM1_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KYM1_SOFT_TISSUE,cell culture,Unknown,SRP186687,soft_tissue,2019-02-23T22:55:00Z,2019-02-23,1.0,ccle_broad_2019,KYM1_SOFT_TISSUE,CCLE,Rhabdoid Cancer,Rhabdoid Cancer,NIBRI,,ACH-000607,,,0.0675,,0.0,,,Rhabdomyosarcoma,NS,NS,,soft_tissue,,malignant_rhabdoid_tumor,,460.0,189.0330306,KYM-1,MRT,Soft_Tissue:Sarcoma_Rhabdoid,2.03,Soft_Tissue,38.0,128c,1.0,,striated_muscle,NS,Malignant Rhabdoid Tumor,,15.6
