Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue,create_date,version
SRR8658006,NA,Targeted-Capture,GCA_000001405.13,149,7072475616,NA,PRJNA523380,SAMN10987963,Human,3742992762,253J-BV,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5455459,Illumina HiSeq 2000,cell line,HC-253JBV_URINARY_TRACT,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,253JBV_URINARY_TRACT,cell culture,NA,SRP186687,urinary_tract,2019-03-02T17:31:00Z,1
SRR8658007,NA,Targeted-Capture,GCA_000001405.13,148,3857169688,KCLB:253J,PRJNA523380,SAMN10987961,Human,2078217717,253J,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5455458,Illumina HiSeq 2000,cell line,HC-253J_URINARY_TRACT,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,253J_URINARY_TRACT,cell culture,NA,SRP186687,urinary_tract,2019-03-02T17:20:00Z,1
SRR8658008,NA,Targeted-Capture,GCA_000001405.13,131,8020038072,ATCC:22Rv1,PRJNA523380,SAMN10988315,Human,3153571261,22Rv1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5455457,Illumina HiSeq 2000,cell line,HC-22RV1_PROSTATE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,22RV1_PROSTATE,cell culture,male,SRP186687,prostate,2019-03-02T17:33:00Z,1
SRR8658009,72,Targeted-Capture,GCA_000001405.13,136,1384016784,DSMZ:23132/87,PRJNA523380,SAMN10988573,Human,646140302,23132/87,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5455456,Illumina HiSeq 2000,cell line,HC-2313287_STOMACH,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2313287_STOMACH,cell culture,male,SRP186687,stomach,2019-03-02T17:17:00Z,1
SRR8658010,37,Targeted-Capture,GCA_000001405.13,136,1463218152,NA,PRJNA523380,SAMN10988578,Human,720516741,KM-H2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Hodgkin_lymphoma),metastasis,Asian,SRX5455455,Illumina HiSeq 2000,cell line,HC-KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:17:00Z,1
SRR8658011,62,Targeted-Capture,GCA_000001405.13,136,682377552,HSSRB,PRJNA523380,SAMN10987870,Human,316352091,KMM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5455454,Illumina HiSeq 2000,cell line,HC-KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:15:00Z,1
SRR8658012,63,Targeted-Capture,GCA_000001405.13,136,1609777600,DSMZ:42-MG-BA,PRJNA523380,SAMN10988275,Human,863923008,42-MG-BA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5455453,Illumina HiSeq 2000,cell line,HC-42MGBA_CENTRAL_NERVOUS_SYSTEM,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,42MGBA_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system,2019-03-02T17:18:00Z,1
SRR8658013,68,Targeted-Capture,GCA_000001405.13,152,6127985184,NA,PRJNA523380,SAMN10987658,Human,2032547057,5637,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5455452,Illumina HiSeq 2000,cell line,HC-5637_URINARY_TRACT,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,5637_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract,2019-03-02T17:31:00Z,1
SRR8658014,13,Targeted-Capture,GCA_000001405.13,139,2768423360,DSMZ:DND-41,PRJNA523380,SAMN10988451,Human,1358678828,DND-41,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,Caucasian,SRX5455451,Illumina HiSeq 2000,cell line,HC-DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:20:00Z,1
SRR8658015,60,Targeted-Capture,GCA_000001405.13,136,1597475584,DSMZ:DOHH-2,PRJNA523380,SAMN10988489,Human,721548501,DOHH-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5455450,Illumina HiSeq 2000,cell line,HC-DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:17:00Z,1
SRR8658016,54,Targeted-Capture,GCA_000001405.13,136,1802476136,ATCC:DMS 53,PRJNA523380,SAMN10987596,Human,963198257,DMS 53,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5455449,Illumina HiSeq 2000,cell line,HC-DMS53_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS53_LUNG,cell culture,male,SRP186687,lung,2019-03-02T17:18:00Z,1
SRR8658017,65,Targeted-Capture,GCA_000001405.13,136,1324591040,ATCC:DMS 79,PRJNA523380,SAMN10988337,Human,647424711,DMS 79,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5455448,Illumina HiSeq 2000,cell line,HC-DMS79_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS79_LUNG,cell culture,NA,SRP186687,lung,2019-03-02T17:18:00Z,1
SRR8658018,50,Targeted-Capture,GCA_000001405.13,136,1690936416,ECACC:DMS 273,PRJNA523380,SAMN10987982,Human,797814405,DMS 273,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5455447,Illumina HiSeq 2000,cell line,HC-DMS273_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS273_LUNG,cell culture,female,SRP186687,lung,2019-03-02T17:18:00Z,1
SRR8658019,NA,Targeted-Capture,GCA_000001405.13,142,1132938800,ECACC:DMS 454,PRJNA523380,SAMN10987979,Human,602767551,DMS 454,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5455446,Illumina HiSeq 2000,cell line,HC-DMS454_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS454_LUNG,cell culture,male,SRP186687,lung,2019-03-02T17:17:00Z,1
SRR8658020,68,Targeted-Capture,GCA_000001405.13,136,1842381256,ATCC:DMS 114,PRJNA523380,SAMN10988190,Human,1001588221,DMS 114,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5455445,Illumina HiSeq 2000,cell line,HC-DMS114_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS114_LUNG,cell culture,male,SRP186687,lung,2019-03-02T17:19:00Z,1
SRR8658021,44,Targeted-Capture,GCA_000001405.13,137,598733464,ATCC:DMS 153,PRJNA523380,SAMN10988118,Human,327386087,DMS 153,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5455444,Illumina HiSeq 2000,cell line,HC-DMS153_LUNG,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS153_LUNG,cell culture,male,SRP186687,lung,2019-03-02T17:16:00Z,1
SRR8658022,NA,Targeted-Capture,GCA_000001405.13,136,1481261544,NA,PRJNA523380,SAMN10987776,Human,810842205,CCK-81,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5455443,Illumina HiSeq 2000,cell line,HC-CCK81_LARGE_INTESTINE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CCK81_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine,2019-03-02T17:18:00Z,1
SRR8658023,NA,Targeted-Capture,GCA_000001405.13,136,1268945280,Acd Lab,PRJNA523380,SAMN10988354,Human,653995420,DOV13,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5455442,Illumina HiSeq 2000,cell line,HC-DOV13_OVARY,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DOV13_OVARY,cell culture,female,SRP186687,ovary,2019-03-02T17:18:00Z,1
SRR8658024,69,Targeted-Capture,GCA_000001405.13,152,9159300512,ATCC:DU 145,PRJNA523380,SAMN10988253,Human,3766258207,DU 145,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5455441,Illumina HiSeq 2000,cell line,HC-DU145_PROSTATE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DU145_PROSTATE,cell culture,male,SRP186687,prostate,2019-03-02T17:33:00Z,1
SRR8658025,35,Targeted-Capture,GCA_000001405.13,152,967859240,GNF,PRJNA523380,SAMN10987867,Human,266192209,NUGC-4,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (signet_ring_adenocarcinoma),metastasis,Asian,SRX5455440,Illumina HiSeq 2000,cell line,HC-NUGC4_STOMACH,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NUGC4_STOMACH,cell culture,female,SRP186687,stomach,2019-03-02T17:18:00Z,1
SRR8658026,NA,Targeted-Capture,GCA_000001405.13,136,1174238280,ECACC:OAW28,PRJNA523380,SAMN10988017,Human,564196847,OAW28,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5455439,Illumina HiSeq 2000,cell line,HC-OAW28_OVARY,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OAW28_OVARY,cell culture,female,SRP186687,ovary,2019-03-02T17:17:00Z,1
SRR8658027,NA,Targeted-Capture,GCA_000001405.13,143,3740999064,ECACC:OAW42,PRJNA523380,SAMN10988015,Human,2024026191,OAW42,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5455438,Illumina HiSeq 2000,cell line,HC-OAW42_OVARY,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OAW42_OVARY,cell culture,female,SRP186687,ovary,2019-03-02T17:22:00Z,1
SRR8658028,60,Targeted-Capture,GCA_000001405.13,143,3417082920,ICLC,PRJNA523380,SAMN10987675,Human,1841019474,OC 316,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5455437,Illumina HiSeq 2000,cell line,HC-OC316_OVARY,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OC316_OVARY,cell culture,female,SRP186687,ovary,2019-03-02T17:22:00Z,1
SRR8658029,65,Targeted-Capture,GCA_000001405.13,136,1793365496,DSMZ:OCI-AML2,PRJNA523380,SAMN10988499,Human,878233935,OCI-AML2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5455436,Illumina HiSeq 2000,cell line,HC-OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:18:00Z,1
SRR8658030,57,Targeted-Capture,GCA_000001405.13,136,1185073264,DSMZ:OCI-AML3,PRJNA523380,SAMN10988470,Human,577787862,OCI-AML3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5455435,Illumina HiSeq 2000,cell line,HC-OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:17:00Z,1
SRR8658031,77,Targeted-Capture,GCA_000001405.13,140,1728518280,DSMZ:OCI-AML5,PRJNA523380,SAMN10988502,Human,881472970,OCI-AML5,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5455434,Illumina HiSeq 2000,cell line,HC-OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:19:00Z,1
SRR8658032,NA,Targeted-Capture,GCA_000001405.13,136,991170040,NA,PRJNA523380,SAMN10988192,Human,506736074,OCI-LY10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,Caucasian,SRX5455433,Illumina HiSeq 2000,cell line,HC-OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,NA,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:17:00Z,1
SRR8658033,27,Targeted-Capture,GCA_000001405.13,136,1110199416,DSMZ:OCI-LY-19,PRJNA523380,SAMN10988474,Human,531659320,OCI-LY-19,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,Caucasian,SRX5455432,Illumina HiSeq 2000,cell line,HC-OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:17:00Z,1
SRR8658034,NA,Targeted-Capture,GCA_000001405.13,139,1355071048,ACADEMIC,PRJNA523380,SAMN10988130,Human,673042343,OCI-LY3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,Caucasian,SRX5455431,Illumina HiSeq 2000,cell line,HC-OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,NA,SRP186687,haematopoietic_and_lymphoid_tissue,2019-03-02T17:18:00Z,1
SRR8615031,80,AMPLICON,GCA_000001405.13,300,47556900,DSMZ:HCC-366,PRJNA523380,SAMN10988035,Human,21175506,HCC-366,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),primary,Caucasian,SRX5414209,Illumina MiSeq,cell line,TERTp-HCC366_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC366_LUNG,cell culture,female,SRP186687,lung,2019-02-23T20:15:00Z,1
SRR8615032,NA,AMPLICON,GCA_000001405.13,300,56121000,ATCC:HCC4006,PRJNA523380,SAMN10988526,Human,25623684,HCC4006,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414208,Illumina MiSeq,cell line,TERTp-HCC4006_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC4006_LUNG,cell culture,male,SRP186687,lung,2019-02-23T20:15:00Z,1
SRR8615033,NA,AMPLICON,GCA_000001405.13,300,39408600,NIBRI,PRJNA523380,SAMN10988141,Human,18095790,HCC-56,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414207,Illumina MiSeq,cell line,TERTp-HCC56_LARGE_INTESTINE,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC56_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine,2019-02-23T20:15:00Z,1
SRR8615034,65,AMPLICON,GCA_000001405.13,300,38511900,DSMZ:HCC-78,PRJNA523380,SAMN10988287,Human,17585068,HCC-78,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414206,Illumina MiSeq,cell line,TERTp-HCC78_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC78_LUNG,cell culture,male,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615035,NA,AMPLICON,GCA_000001405.13,300,48936600,Garraway Lab,PRJNA523380,SAMN10989587,Human,21020124,HOP-62,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414205,Illumina MiSeq,cell line,TERTp-HOP62_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HOP62_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615036,NA,AMPLICON,GCA_000001405.13,300,32936100,Garraway Lab,PRJNA523380,SAMN10989594,Human,15211363,HOP-92,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),primary,Caucasian,SRX5414204,Illumina MiSeq,cell line,TERTp-HOP92_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HOP92_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615037,65,AMPLICON,GCA_000001405.13,300,59417400,ATCC:Hs 229.T,PRJNA523380,SAMN10988156,Human,26972376,Hs 229.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414203,Illumina MiSeq,cell line,TERTp-HS229T_FIBROBLAST,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS229T_FIBROBLAST,cell culture,male,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615038,46,AMPLICON,GCA_000001405.13,300,25219200,NIBRI,PRJNA523380,SAMN10987994,Human,11722372,Hs 255.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414202,Illumina MiSeq,cell line,TERTp-HS255T_FIBROBLAST,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS255T_FIBROBLAST,cell culture,female,SRP186687,large_intestine,2019-02-23T20:42:00Z,1
SRR8615039,NA,AMPLICON,GCA_000001405.13,300,50602800,GNF,PRJNA523380,SAMN10988168,Human,22513445,Hs 600.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414201,Illumina MiSeq,cell line,TERTp-HS600T_FIBROBLAST,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS600T_FIBROBLAST,cell culture,NA,SRP186687,skin,2019-02-23T20:42:00Z,1
SRR8615040,60,AMPLICON,GCA_000001405.13,300,15388200,ATCC:Hs 618.T,PRJNA523380,SAMN10987679,Human,8193431,Hs 618.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414200,Illumina MiSeq,cell line,TERTp-HS618T_FIBROBLAST,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HS618T_FIBROBLAST,cell culture,female,SRP186687,lung,2019-02-23T20:41:00Z,1
SRR8615041,NA,AMPLICON,GCA_000001405.13,300,58010400,KCLB:NCI-H854,PRJNA523380,SAMN10988075,Human,23828351,NCI-H854,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414199,Illumina MiSeq,cell line,TERTp-NCIH854_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH854_LUNG,cell culture,NA,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615042,51,AMPLICON,GCA_000001405.13,300,69886800,GNF,PRJNA523380,SAMN10987804,Human,30885402,NCI-H810,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),primary,African_american,SRX5414198,Illumina MiSeq,cell line,TERTp-NCIH810_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH810_LUNG,cell culture,male,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615043,65,AMPLICON,GCA_000001405.13,300,33707400,ATCC:NCI-H727,PRJNA523380,SAMN10988551,Human,15904536,NCI-H727,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoid-endocrine_tumour,primary,Caucasian,SRX5414197,Illumina MiSeq,cell line,TERTp-NCIH727_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH727_LUNG,cell culture,female,SRP186687,lung,2019-02-23T20:42:00Z,1
SRR8615044,33,AMPLICON,GCA_000001405.13,300,50586000,NIBRI,PRJNA523380,SAMN10987641,Human,22541897,NCI-H716,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414196,Illumina MiSeq,cell line,TERTp-NCIH716_LARGE_INTESTINE,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH716_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine,2019-02-23T20:42:00Z,1
SRR8615045,56,AMPLICON,GCA_000001405.13,300,39698100,ATCC:NCI-H647,PRJNA523380,SAMN10988271,Human,19750295,NCI-H647,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_adenosquamous_carcinoma),metastasis,Caucasian,SRX5414195,Illumina MiSeq,cell line,TERTp-NCIH647_LUNG,PAIRED,PCR,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH647_LUNG,cell culture,male,SRP186687,lung,2019-02-23T20:42:00Z,1
